2017_Hx3MaPKNOP18BwMJvh4Z1g,0.61289924,0.037823826,0.03395149,0.069072306,0.010161221,0.017253011,0.08277273,0.010353357,0.0578067,0.019381821,101,2017_Hx3MaPKNOP18BwMJvh4Z1g_0.jpg,51.521003,-0.116289,a city street with tall buildings under a cloudy sky;a city street with tall buildings and a cloudy sky;a city street with tall buildings under a cloudy blue sky;a view of a city street from a distance;a view of a city street from the side of the road
2017_gZ3r8u0iiq5v6f2ZCaD9-w,0.66642165,0.047636062,0.05159849,0.052162826,0.012149096,0.018922985,0.07690346,0.014544845,0.048859835,0.01779309,101,2017_gZ3r8u0iiq5v6f2ZCaD9-w_0.jpg,51.521003,-0.106289,a car driving down a street next to tall buildings;a car driving down a street past tall buildings;a car driving down a road next to tall buildings;a car driving down a city street next to tall buildings;a car driving down a street next to buildings
2017_BdIQczbQ_sKXkJtbGi9vHw,0.6446344,0.04470399,0.03016463,0.08133191,0.014298946,0.024213403,0.07672921,0.013702959,0.065804124,0.021152437,101,2017_BdIQczbQ_sKXkJtbGi9vHw_0.jpg,51.471003,-0.136289,a truck parked on the side of the road;a truck parked on the side of a street;a truck parked on the side of a road;a truck parked on the side of the street;a truck parked on the side of a city street
2017_G2yxpo5-CRRPkYhw6hFrYA,0.37680292,0.022596806,0.022949845,0.16517124,0.009825379,0.016473204,0.2247839,0.008303344,0.07246733,0.037092716,502,2017_G2yxpo5-CRRPkYhw6hFrYA_0.jpg,51.541003,-0.146289,a brick wall with a brick wall and trees in the background;a brick wall that has a brick wall;a brick wall with a brick wall and trees;a brick wall with a brick wall and a brick wall;a brick wall with a brick wall and a stone bench
2017_hfteH0-yOdtalk4HgvjEjQ,0.6713283,0.039418995,0.029790461,0.059348315,0.010349691,0.018910915,0.08309266,0.012086123,0.04853481,0.017071009,101,2017_hfteH0-yOdtalk4HgvjEjQ_0.jpg,51.541003,-0.246289,a group of cars parked in front of some houses;a group of cars parked on the side of a road;a group of cars parked in front of a row of houses;cars parked on the side of the road in front of some houses;cars parked on the side of the road in front of a house
2017_IzSnuL5Uueq7P1iGMJN_hg,0.618208,0.037376523,0.02228874,0.09201428,0.011501223,0.022572279,0.08363891,0.010109574,0.07102111,0.021543682,101,2017_IzSnuL5Uueq7P1iGMJN_hg_0.jpg,51.471003,-0.056289,a road that has some cars on it;a road that has some cars parked on it;a car driving down a road next to a forest;a road with a car parked on the side;a road with a car parked on it
2017_rRWQ53I65JMQuqm1TcTo3g,0.6803972,0.0494332,0.052861303,0.0487974,0.012143135,0.01874715,0.07770085,0.015544742,0.046384126,0.01703751,101,2017_rRWQ53I65JMQuqm1TcTo3g_0.jpg,51.501003,-0.076289,a blue car driving down a street next to tall buildings;a blue car driving down a city street;a city street with parked cars and buildings;a city street with parked cars and a bus;a long line of cars parked on the street
2017_9PNFRGSLVxJv8zdfBrLlVw,0.5741768,0.033566713,0.020203948,0.111083746,0.011834472,0.021709561,0.08737859,0.009602457,0.085404634,0.024942487,101,2017_9PNFRGSLVxJv8zdfBrLlVw_0.jpg,51.501003,-0.086289,a car driving down a street next to buildings;a car driving down a street next to tall buildings;a car driving down a street next to a building;a wet parking lot with a red car driving by;a car driving down a street next to a street
2017_n_-yGBiUgZh6xM-H4R_hSg,0.68525803,0.044729352,0.04104498,0.04611817,0.01060155,0.017377615,0.085237205,0.014119118,0.04273081,0.016227275,101,2017_n_-yGBiUgZh6xM-H4R_hSg_0.jpg,51.541003,-0.056289,a view of a street from a car window;a car driving down a road next to tall buildings;a car driving down a road next to a building;a car driving down a road next to buildings;a car driving down a road next to a tall building
2017_jr72q_C7_xSOS1gxXlQ28g,0.41899464,0.030519038,0.04216823,0.10252762,0.011692464,0.018039852,0.33828923,0.012095183,0.047405243,0.039254844,502,2017_jr72q_C7_xSOS1gxXlQ28g_0.jpg,51.551003,-0.136289,a person walking down a sidewalk near a building;a person walking down a sidewalk near a fence;a person is walking down a sidewalk near a building;a person is walking down the sidewalk on a sunny day;a person is walking down a sidewalk near a fence
2017_rQfQOMakYp_kTXYTwcn2Zg,0.64865756,0.046539485,0.047139257,0.061568797,0.012797475,0.020167291,0.07477048,0.014126509,0.05456543,0.018899411,101,2017_rQfQOMakYp_kTXYTwcn2Zg_0.jpg,51.491003,-0.196289,a city street filled with traffic next to tall buildings;a city street filled with traffic and tall buildings;a group of cars driving down a street next to tall buildings;a group of cars parked on the side of the road;a group of cars parked on the side of a road
2017_ScMR5bzLCQxYmNCFNC7uVw,0.6564023,0.047562987,0.052695513,0.05255279,0.012032658,0.018953472,0.07817218,0.014073253,0.048614293,0.01837638,101,2017_ScMR5bzLCQxYmNCFNC7uVw_0.jpg,51.511003,-0.156289,a person riding a bike on a city street;a person on a bike on a city street;a man riding a bike down the middle of a street;a man riding a bike down a street next to cars;a man riding a bike down a street next to parked cars
2017_t8p20UIFlPdcl3MMHmVHfg,0.44782275,0.043153614,0.02201435,0.1922585,0.023794323,0.04436183,0.11524746,0.014846087,0.16745478,0.047853976,101,2017_t8p20UIFlPdcl3MMHmVHfg_0.jpg,51.461003,-0.166289,a train on a track near many houses;a train on a track near many buildings;a train on a track near a building;a train on a track near buildings and trees;a train on a track near buildings on a street
2017_l9TLtfdCihbtlAo0gXJuTg,0.6039502,0.049872547,0.029170036,0.105647296,0.019382805,0.030327529,0.08188358,0.015467852,0.105139345,0.029160827,101,2017_l9TLtfdCihbtlAo0gXJuTg_0.jpg,51.501003,-0.226289,a street with cars parked on the side of it;a street with cars parked on the side of the road;a street with cars parked on the side of the street;a row of houses with cars parked in front of a building;a street with cars parked on the side of the street and buildings in the background
2017_TTFCuAvKNSNuT43JHwnjMg,0.63903743,0.033227295,0.030148685,0.051135182,0.008552551,0.015031785,0.1049687,0.010540664,0.042190343,0.017816335,101,2017_TTFCuAvKNSNuT43JHwnjMg_0.jpg,51.481003,-0.166289,a view of a city street from a window;a view of a city street from the sidewalk;a view of a street with a building and trees;a view of a city street from the side of the road;a view of a city street from the other side
2017__K786ExU3HJvmJZQd4WYqA,0.64999616,0.042833,0.03851247,0.06541681,0.012007088,0.020010233,0.07338044,0.012302697,0.058882266,0.018834263,101,2017__K786ExU3HJvmJZQd4WYqA_0.jpg,51.501003,-0.116289,a red car driving down a city street;a red car driving down a street next to tall buildings;a red car driving past a tall building;a red car is driving down a city street;a red car driving down a street next to buildings
2017_R3aU8Y0Xu9aJ8P58jpgylA,0.6455798,0.02977711,0.024065822,0.061030924,0.007689387,0.015128672,0.09940395,0.008730918,0.048490345,0.017740041,101,2017_R3aU8Y0Xu9aJ8P58jpgylA_0.jpg,51.531003,-0.076289,a large brick building with a green fence;a brick wall with a large brick building;a large brick building with a large brick building;a brick wall with a large brick building in the background;a brick wall with a large brick building in the distance
2017_8xjVgmXmB9bX2FjliukDVw,0.6520338,0.047694802,0.045801193,0.06921986,0.014044613,0.02144429,0.07009825,0.014335156,0.06248218,0.020281821,101,2017_8xjVgmXmB9bX2FjliukDVw_0.jpg,51.481003,-0.176289,a white truck driving down a city street;a white truck driving down a road next to tall buildings;a white truck driving down a street next to tall buildings;a white truck driving down a street past tall buildings;a street with a white truck driving down it
2017_dMocS7X7itY0LYGJs7Ty_g,0.47689712,0.021505535,0.017532289,0.13184088,0.008054435,0.016172826,0.1927,0.007201791,0.06720778,0.028585672,101,2017_dMocS7X7itY0LYGJs7Ty_g_0.jpg,51.491003,-0.216289,a view of a city street from the side of the road;an empty street with no cars on it;a view of a city street from the side;a long road with a long line of buildings;a view of a city street from the sidewalk
2017_NK7rSbkJb8Zh7scMgLMYvA,0.362821,0.025903791,0.029488564,0.15922394,0.010899425,0.01806733,0.25920305,0.01031363,0.0642513,0.042420477,502,2017_NK7rSbkJb8Zh7scMgLMYvA_0.jpg,51.511003,-0.176289,a group of people sitting on a park bench;a group of people sitting on top of a bench;a group of people sitting on a bench in a park;a group of people sitting on top of a cement bench;a group of people sitting on top of a bench in a park
2017_7CYSBWt_i6I-zyc3QAdAjg,0.6586646,0.05018118,0.058674276,0.05101767,0.012964428,0.019188374,0.079803556,0.015334904,0.049173087,0.017829806,101,2017_7CYSBWt_i6I-zyc3QAdAjg_0.jpg,51.541003,-0.106289,a view of a city street from the street;a view of a city street from the sidewalk;a view of a city street from an empty street;a view of an empty street with a building behind it;a view of a city street from the side of the road
2017_wmtVfP2l0FiTSz49yKhShA,0.651177,0.06135845,0.089048624,0.057213217,0.017656356,0.021320283,0.07946816,0.020825744,0.055671275,0.022916406,101,2017_wmtVfP2l0FiTSz49yKhShA_0.jpg,51.461003,-0.116289,a city street filled with lots of traffic;a city street filled with traffic next to tall buildings;a city street filled with lots of traffic and tall buildings;a city street filled with lots of traffic on a cloudy day;a city street filled with lots of traffic and buildings
2017_7rxQMZF1bO7PPwWkKKbx0Q,0.6779308,0.045009166,0.036390632,0.0572913,0.011742413,0.020121902,0.07972747,0.013638139,0.04855284,0.016913414,101,2017_7rxQMZF1bO7PPwWkKKbx0Q_0.jpg,51.471003,-0.166289,a street with cars parked on the side of the road;a street with cars parked on the side;a view of a street from the side of a road;a view of a street from the side of the road;a view of a street from the side of a street
2017_ls-ZDilZd_Hgq5O_oPURSw,0.68731856,0.042322397,0.038087755,0.046089232,0.010050803,0.017028958,0.09198037,0.014090061,0.040693432,0.016241431,101,2017_ls-ZDilZd_Hgq5O_oPURSw_0.jpg,51.511003,-0.216289,a car parked on the side of the road;a car parked on the side of a street;a car parked on the side of the street;a street with cars parked on the side of the road;a car driving down a street next to a building
2017_qVHrIzIlRA9PKJuxH3gOKA,0.63326746,0.04724759,0.05479774,0.059587955,0.012694806,0.018194616,0.08344656,0.013722658,0.056665927,0.01987788,101,2017_qVHrIzIlRA9PKJuxH3gOKA_0.jpg,51.511003,-0.086289,a view of a city street from the side;a view of a city street with a train on it;a view of a city street with a train passing by;a view of a city street from the side of a building;a view of a city street with a train passing through
2017_Vph2XFm-QqYvd_e1eNcVrw,0.61237526,0.032893956,0.026394516,0.069154024,0.009267747,0.017066032,0.09690893,0.009272307,0.0551185,0.019450754,101,2017_Vph2XFm-QqYvd_e1eNcVrw_0.jpg,51.521003,-0.126289,a person is riding a bike down the street;a person is riding a bike down a street;a person is riding a bike down the road;a person is riding a bike down a road;a person is riding a bike on a road
2017_vuI2Q1PxOsM65-G84uaNvg,0.557698,0.044944584,0.0241822,0.1180141,0.016669005,0.029126137,0.08914247,0.012656689,0.11189461,0.031074882,101,2017_vuI2Q1PxOsM65-G84uaNvg_0.jpg,51.551003,-0.066289,a view of a street from the side of the road;a view of a street from a car window;a view of a street with cars driving on it;a view of a city street with cars driving down it;a view of a street from the side of a road
2017_Nt3mI_l3ud9TjMx2pvCHmw,0.47959828,0.04145822,0.021930426,0.16224232,0.017941713,0.032095164,0.096776366,0.012710154,0.14595911,0.03721875,101,2017_Nt3mI_l3ud9TjMx2pvCHmw_0.jpg,51.521003,-0.196289,a view of a city from a road;a view of a city street from a distance;a view of a city from a train;a view of a city street from a train;a view of a city street from a train station
2017_dEz7cG07NPDG8pVYgr45Wg,0.4280359,0.035056025,0.018913299,0.21150753,0.017281681,0.03129226,0.11237115,0.011576086,0.14875975,0.041756272,301,2017_dEz7cG07NPDG8pVYgr45Wg_0.jpg,51.461003,-0.206289,a parking lot with a fence and trees;a street corner with a fence and trees;a parking lot with a fence in the background;a parking lot with a fence and trees in the background;a parking lot with a fence and trees on each side
2017_RzVeZlwbIetlJPn9bQafZw,0.64267087,0.034788936,0.033821076,0.048657924,0.008212656,0.014425695,0.11760834,0.011194229,0.040267438,0.017307222,101,2017_RzVeZlwbIetlJPn9bQafZw_0.jpg,51.531003,-0.066289,a dog walking down a sidewalk next to a building;a dog walking down a sidewalk near a building;a long haired dog walking down a sidewalk;a long haired dog walking down a city street;a dog walking down a sidewalk next to buildings
2017_50oDXpln-YlzqvVucL-pKw,0.54794466,0.030728221,0.038172573,0.064276665,0.009289235,0.014887065,0.26457047,0.011162549,0.041035056,0.026517808,502,2017_50oDXpln-YlzqvVucL-pKw_0.jpg,51.491003,-0.106289,a view of a street from the street;a view of a street from the side of the road;a view of a street from the side of a road;a view of a street from the side of it;a view of a street from the side of the street
2017_6A9d27DHzyF8oXrgZrG18w,0.533477,0.023735136,0.0164015,0.099185675,0.00753212,0.016301543,0.15537924,0.007706255,0.057067752,0.024370939,101,2017_6A9d27DHzyF8oXrgZrG18w_0.jpg,51.471003,-0.226289,a tree that is next to some trees;a tree that is next to a road;a tree that is next to a dirt road;a view of a road with a forest in the background;a view of a forest from the side of a road
2017_8BRWMpsfpr2Pgttyao0GXQ,0.6422441,0.03002888,0.025125027,0.05661285,0.007537514,0.014608651,0.10268462,0.009109199,0.045123816,0.017519355,101,2017_8BRWMpsfpr2Pgttyao0GXQ_0.jpg,51.491003,-0.056289,a person standing on the side of a road;a person standing on the side of the road;a person standing on the corner of a street;a person standing on the side of a street;a person standing on the side of a road next to a building
2017_aKk6OIPc8qybxeDKPApZgA,0.68608963,0.05036339,0.052671134,0.04750052,0.012706757,0.018808305,0.07927081,0.016387671,0.045913547,0.016950488,101,2017_aKk6OIPc8qybxeDKPApZgA_0.jpg,51.541003,-0.066289,a row of houses on a city street;a row of houses on a street corner;a row of houses on a street with a fence;a row of houses on a street corner with a fence;a row of houses on a street with a fence in the background
2017_5CyXAoQDWcU0LYHBoZ0seg,0.55097514,0.025002718,0.016405791,0.09418863,0.008081853,0.016813993,0.15041941,0.008095354,0.061044455,0.02394846,101,2017_5CyXAoQDWcU0LYHBoZ0seg_0.jpg,51.461003,-0.156289,a view of a street from a car window;a view of a city street from a distance;a car driving down a road next to a field;a car driving down a road next to a lush green field;a view of a city street from the side of the road
2017_CElEFeLsvf8Y7yGWOqemnQ,0.60066736,0.048728347,0.028579354,0.10459229,0.01870343,0.028761715,0.082529575,0.015172005,0.098688394,0.027869433,101,2017_CElEFeLsvf8Y7yGWOqemnQ_0.jpg,51.501003,-0.236289,a car parked on the side of the street;a car parked on the side of a street;a car parked on the side of the road;a street with a few cars parked on the side;a street with a few cars parked on the side of the street
2017_wdg9cuch0olNDa2zFeyr2w,0.5530057,0.059033066,0.03043586,0.13120031,0.025120974,0.03944519,0.09039286,0.01814282,0.14700425,0.03711471,101,2017_wdg9cuch0olNDa2zFeyr2w_0.jpg,51.511003,-0.206289,a couple of cars parked in a parking lot;a car parked on the side of the road;a car parked on the side of the street;a car parked on the side of a street;a car parked on the side of the road in front of some houses
2017_dCjjHluXMxqUd5Ry3ZwkpQ,0.68789625,0.049844384,0.055158168,0.041933656,0.012048721,0.017294854,0.087273866,0.017509103,0.04207197,0.017440587,101,2017_dCjjHluXMxqUd5Ry3ZwkpQ_0.jpg,51.551003,-0.036289,a car driving down a street past houses;a car driving down a street next to houses;a street with cars parked on the side of the road;a view of a street from the side of the road;a view of a street from the side of a street
2017_FgP7JrWisdAAH-bpYY2oyQ,0.44611737,0.043228537,0.08708033,0.07484439,0.015502512,0.018162787,0.33277863,0.018209696,0.048041135,0.042436898,502,2017_FgP7JrWisdAAH-bpYY2oyQ_0.jpg,51.531003,-0.126289,a group of people walking down a sidewalk;a group of people walking down a city street;a crowd of people walking down a sidewalk;a group of people walking down a street next to buildings;a group of people walking down a street next to a building
2017_w2TCqTRNfMuqTjYndM3VVg,0.5650573,0.033998907,0.02205512,0.09902054,0.011228561,0.020183295,0.09170681,0.009095132,0.08177844,0.024318546,101,2017_w2TCqTRNfMuqTjYndM3VVg_0.jpg,51.501003,-0.126289,a city street with a building in the background;a view of a city street from the street;a view of a city street with buildings and cars;a view of a city street from the side of the road;a view of a city street from the side of the street
2017_JysdkLExkskIeTK1hQodag,0.44543615,0.024837554,0.016618252,0.16038063,0.009577066,0.019913822,0.18903759,0.008075863,0.073037416,0.032383323,101,2017_JysdkLExkskIeTK1hQodag_0.jpg,51.481003,-0.236289,a long road with a long line of trees;a long bus driving down a road next to trees;a long bus traveling down a road next to a forest;a long road with a long line of trees on it;a long road with a long line of trees on each side
2017_MivOfFERp9pU64VVZuhftA,0.57661027,0.031755477,0.01753214,0.104685724,0.010714233,0.021455377,0.10297513,0.008852243,0.083719075,0.024585277,101,2017_MivOfFERp9pU64VVZuhftA_0.jpg,51.461003,-0.096289,a car driving down a street next to buildings;a car driving down a street next to tall buildings;a car driving down a street next to a tall building;a car driving down a street next to a building;a view of a city street from the side of the road
2017_N6JaN-xV2uNux2X6Vw6loQ,0.5844424,0.025397182,0.01902923,0.07667866,0.007313669,0.015494943,0.149513,0.008541286,0.04967603,0.021820843,101,2017_N6JaN-xV2uNux2X6Vw6loQ_0.jpg,51.521003,-0.036289,a view of a street from the side of the road;a parking lot with a street light and a parking lot;a view of a street from the side of a road;a view of a road with a grassy area in the background;a parking lot with a street light and a street sign
2017_d0PhjrUYJ4T0EhQC-IJzAw,0.6413341,0.048028022,0.03839743,0.07218999,0.013914704,0.022095352,0.07516587,0.01393652,0.064891934,0.020489246,101,2017_d0PhjrUYJ4T0EhQC-IJzAw_0.jpg,51.491003,-0.236289,a group of cars driving down a street;several cars are parked on the side of the road;a group of cars driving down a street next to tall buildings;a group of cars driving down a street next to trees;a group of cars driving down a street next to a building
2017_QnefU6KRFB4U9uWGEy0nEA,0.2693282,0.034413815,0.025331736,0.32836282,0.016641825,0.034585178,0.2151627,0.013477296,0.11813468,0.067237526,301,2017_QnefU6KRFB4U9uWGEy0nEA_0.jpg,51.511003,-0.166289,a field that has a few trees in it;a field that has a bunch of trees in it;a field with a few trees in the background;a field with a few trees and bushes;a field that has a few trees in the middle of it
2017_7IHj3Z6bmL05a_hvGPG7qQ,0.37117967,0.034989655,0.020945817,0.24161848,0.018467903,0.031210601,0.12679332,0.011735588,0.1561102,0.046812832,301,2017_7IHj3Z6bmL05a_hvGPG7qQ_0.jpg,51.471003,-0.236289,a highway with several cars driving down it;a highway with several cars driving on it;a group of cars driving down a road next to trees;a group of cars driving down a street next to trees;a group of cars driving down a street next to a forest
2017_mamO4UbDRRMs2cnkRuSvnw,0.6844714,0.050388873,0.05235985,0.04613912,0.012261748,0.018623322,0.08380893,0.016497463,0.04416716,0.017817616,101,2017_mamO4UbDRRMs2cnkRuSvnw_0.jpg,51.491003,-0.166289,a car that is sitting in the street;a car driving down a road next to a tall building;a car driving down a street next to a tall building;a car driving down a road next to a building;a car parked on the side of a road
2017_sQb950sPF8_XJz01ev7oXA,0.5299428,0.025123656,0.021161735,0.094329834,0.007874131,0.014387399,0.12681243,0.006985843,0.06953567,0.023315102,101,2017_sQb950sPF8_XJz01ev7oXA_0.jpg,51.531003,-0.086289,a long road with buildings on both sides;a long road that has some trees on it;an empty street with a street and a building in the background;a long road that has some trees on each side;an empty street with a street and a building
2017_5I9S-C4htXFLwBFWrZgaGA,0.6667212,0.039104193,0.03747827,0.05065179,0.009518862,0.016158253,0.08374539,0.011657506,0.0445728,0.016195655,101,2017_5I9S-C4htXFLwBFWrZgaGA_0.jpg,51.501003,-0.186289,a car driving down a street past houses;a car parked on the side of the road;a car driving down a street past tall buildings;a car parked on the side of the street;a car parked on the side of a road near some buildings
2017_Ir_XXgRqkhJtYcEsZsgLYQ,0.45322755,0.028413951,0.015418291,0.17032552,0.012117446,0.02471739,0.13768727,0.008842588,0.10922611,0.03312245,101,2017_Ir_XXgRqkhJtYcEsZsgLYQ_0.jpg,51.491003,-0.126289,an empty street with no cars on it;an empty street with no cars on the road;a view of a street from the side of the road;a view of a street from the side of a road;a view of a street from the side of a street
2017_HHnNu6MwPtYyekx5i9UbRQ,0.6876096,0.045508265,0.043889433,0.045391083,0.011060476,0.017748564,0.08578277,0.015298098,0.042722553,0.017206848,101,2017_HHnNu6MwPtYyekx5i9UbRQ_0.jpg,51.471003,-0.196289,a car driving down a street next to tall buildings;a car driving down a street past tall buildings;a car driving down a street next to buildings;a view of a street from a car window;a car driving down a street next to a tall building
2017_vkuKUDxXL08-2zawKi-mmQ,0.62594,0.029559612,0.027827889,0.051796407,0.007378697,0.013556778,0.13162097,0.009404421,0.041111678,0.018162608,101,2017_vkuKUDxXL08-2zawKi-mmQ_0.jpg,51.501003,-0.056289,a view of a building from across the street;a row of houses lined up in a row;a view of a building from behind it;a view of a building from the side of the street;a view of a building from the side of the road
2017_sHBfIr5-gxrpZT8TYPnfVw,0.59869283,0.032959074,0.027830452,0.07520455,0.008941114,0.015842676,0.09827787,0.008515656,0.061870337,0.01989454,101,2017_sHBfIr5-gxrpZT8TYPnfVw_0.jpg,51.521003,-0.136289,an empty street with a building in the background;an empty street with a street sign on it;a city street with a street and a building;an empty street with a street sign and a building;an empty street with a street sign and a building in the background
2017_NPfrsbksj-D376xXvh1ALg,0.6692944,0.054701,0.0614883,0.049369603,0.014106572,0.020271212,0.07728374,0.01717776,0.04911372,0.017951071,101,2017_NPfrsbksj-D376xXvh1ALg_0.jpg,51.501003,-0.216289,a long line of cars parked in front of a building;a group of cars parked on the side of a road;a long line of cars driving down a street;a group of cars parked on the side of the road;a long line of cars parked on the side of the road
2017_dLwWgTi6v8EHxAcXo5r_4w,0.605588,0.045477033,0.027449816,0.097143024,0.016451478,0.027033806,0.082230955,0.014077485,0.08980572,0.026364148,101,2017_dLwWgTi6v8EHxAcXo5r_4w_0.jpg,51.461003,-0.106289,cars parked on the side of the street;cars parked on the side of the road;a street with cars parked on the side of the road;a street with cars parked on the side of the street;a street with cars parked on the side of a street
2017_6V3JUZKK-4kJiima9VG9lA,0.69030726,0.048175126,0.047992617,0.0456883,0.0117158,0.017855585,0.08286077,0.016178071,0.04323858,0.016919345,101,2017_6V3JUZKK-4kJiima9VG9lA_0.jpg,51.541003,-0.156289,a group of cars parked in front of a building;a group of cars parked on the side of the road;a group of cars parked on a city street;a group of cars parked on the side of a road;a group of cars parked on the side of a street
2017_D2O68oaPmyfyoT5ey4y5-w,0.6104881,0.04851967,0.029221565,0.0997968,0.018199652,0.029026777,0.08139169,0.015601754,0.0923233,0.027329057,101,2017_D2O68oaPmyfyoT5ey4y5-w_0.jpg,51.471003,-0.176289,a street with cars parked on the side of the road;a row of cars parked on the side of a street;a row of cars parked on the side of a road;a street with cars parked along the side of it;a row of cars parked along the side of a road
2017_aMY0ARFs3kq8w7sXmyEO8Q,0.35417613,0.031509727,0.01908347,0.23614272,0.015292734,0.027748942,0.15603277,0.009688735,0.13167316,0.04259813,301,2017_aMY0ARFs3kq8w7sXmyEO8Q_0.jpg,51.541003,-0.236289,a car driving down a road next to a forest;a view of a street from the side of the road;a car driving down a road next to a tree;a car driving down a road next to a green tree;a view of a street from the side of a road
2017_ejmSHYOvDP6vuUsmNvoQ8g,0.6918646,0.04461637,0.041833133,0.045092106,0.010589123,0.017360479,0.088113725,0.0148229,0.0410752,0.0165236,101,2017_ejmSHYOvDP6vuUsmNvoQ8g_0.jpg,51.471003,-0.186289,a car parked on the side of the street;a car parked on the side of the street with a blue umbrella;a car parked on the side of the street with a blue bag;a car parked on the side of the street with a blue bag hanging from the;a car parked on the side of the road with a blue bag hanging over the
2017_howE__GTZrv9twCJMrjdkg,0.6619605,0.035104007,0.02842626,0.053972363,0.008552283,0.016188353,0.09615272,0.01118502,0.045015126,0.017739207,101,2017_howE__GTZrv9twCJMrjdkg_0.jpg,51.501003,-0.246289,a car driving down a street next to a tall building;a car driving down a street next to tall buildings;a car driving down a road next to a tall building;a car driving down a street past houses;a car driving down a road next to a building
2017_6fCBaSPLoLTrK2Kxjm1yDw,0.42957786,0.022933036,0.016284943,0.18013054,0.010143638,0.020170748,0.1609199,0.007713378,0.09700999,0.033307314,101,2017_6fCBaSPLoLTrK2Kxjm1yDw_0.jpg,51.481003,-0.076289,a view of a building from behind a fence;a view of a building from the street;a view of a building from the side of the road;a view of a building from the side of a road;a view of a building from the other side of the road
2017_GQcXaUYM8B5Am3xpvCYWcg,0.6823645,0.041067272,0.03516701,0.051249355,0.010007739,0.017489463,0.08393726,0.012775481,0.04330656,0.015877068,101,2017_GQcXaUYM8B5Am3xpvCYWcg_0.jpg,51.531003,-0.206289,a car parked on the side of the road;a car parked on the side of a street;a car parked on the side of a road;a car parked on the side of a road near a building;a car parked on the side of the road in front of a building
2017_jjIOL3og8U77xKmIcykxOg,0.56558067,0.05526215,0.029434681,0.12233782,0.022745103,0.035294175,0.086734235,0.016857982,0.13439807,0.03408861,101,2017_jjIOL3og8U77xKmIcykxOg_0.jpg,51.521003,-0.186289,a couple of cars parked on the side of a road;a few cars parked on the side of the road;a couple of cars parked on the side of a street;a few cars parked on the side of the street;a couple of cars parked on the side of the road
2017_ffWR-OQU5fVvOfHoj9aGiA,0.5871218,0.03832513,0.02852878,0.08742991,0.011168093,0.019366354,0.084316045,0.009943366,0.07499179,0.022738934,101,2017_ffWR-OQU5fVvOfHoj9aGiA_0.jpg,51.531003,-0.056289,the view of a city street from a bus stop;a couple of buses that are sitting on the street;a view of a city street and a bus;a couple of buses that are sitting on a street;a couple of buses that are sitting on the side of a road
2017_TBQv436FEjAf4zUx2AzwYA,0.6838724,0.043093234,0.04416412,0.04151547,0.01000762,0.016062796,0.092216045,0.014801711,0.039269567,0.016599357,101,2017_TBQv436FEjAf4zUx2AzwYA_0.jpg,51.531003,-0.096289,a person walking down a street near buildings;a person walking down a street next to a building;an empty street with a person walking down the sidewalk;an empty street with a person walking down it;an empty street with a person walking on the sidewalk
2017_2jJPd9R2PLzeLGMoiG7CgA,0.670478,0.03514284,0.026436806,0.06037852,0.009309053,0.017492294,0.087341726,0.010803372,0.04954025,0.017174989,101,2017_2jJPd9R2PLzeLGMoiG7CgA_0.jpg,51.461003,-0.226289,a long road with houses on both sides of it;a long road with a car parked on the side of it;a view of a street with a car driving down the road;a long road with a car parked on the side of the road;a long road with houses on both sides and a car parked on the side of
2017_zeE5DsoY0OvilqrC3TKpKA,0.593923,0.040873468,0.021697342,0.108481795,0.014067382,0.027349323,0.09374213,0.011581302,0.08893958,0.025971353,101,2017_zeE5DsoY0OvilqrC3TKpKA_0.jpg,51.491003,-0.246289,a street with a few cars parked on it;a street with parked cars and a house;a street with a few cars parked on the side;a street with a few cars parked on the street;a street with parked cars and houses on the side
2017_sNJhGN7XaVFPf1qqWnUiEg,0.6471597,0.032533914,0.029242158,0.05465457,0.00809294,0.014686614,0.10691425,0.009288132,0.046901673,0.017166495,101,2017_sNJhGN7XaVFPf1qqWnUiEg_0.jpg,51.481003,-0.126289,a view of a city street from a residential area;a view of a street and a building;a view of a street from the ground;a view of a city street from the corner;a view of a city street from a residential neighborhood
2017_x43RUUMppl233mq1cWIZqw,0.60727626,0.03116092,0.020837396,0.07981911,0.008395135,0.017127752,0.0949994,0.008308947,0.060539305,0.020614207,101,2017_x43RUUMppl233mq1cWIZqw_0.jpg,51.531003,-0.136289,a white bus driving past a tall building;a white bus driving down a street next to tall buildings;a white bus driving past tall buildings on a street;a bus driving down a street next to tall buildings;a bus driving down a street next to a tall building
2017_9SQKwW6XBwD14C4tkGF9SQ,0.6845195,0.042117536,0.039304018,0.043081194,0.009751856,0.016456455,0.09153345,0.014030755,0.040308595,0.016427666,101,2017_9SQKwW6XBwD14C4tkGF9SQ_0.jpg,51.541003,-0.206289,a group of cars parked outside of a building;a city street with cars parked on it;a group of cars parked on the side of the road;a group of cars parked on the side of a street;a group of cars parked on the side of a road
2017_8dP_HkTtGNxZyGNulFu4zg,0.6705761,0.03957537,0.03045234,0.05692777,0.01004836,0.018619686,0.082595676,0.011566877,0.048788995,0.01676032,101,2017_8dP_HkTtGNxZyGNulFu4zg_0.jpg,51.541003,-0.186289,a group of cars parked in front of a red brick building;several cars parked in front of a red brick building;a group of cars parked in front of a building;a group of cars parked in front of a brick building;a group of cars parked in front of a brown building
